prediction_time,Province,hydro_mw,hfo_mw,go_mw,solar_mw,hybrid_mw,demand_mw,demand_pred_1h,demand_pred_6h,demand_pred_24h,generation_pred_1h,generation_pred_6h,generation_pred_24h,planned_known_now,planned_known_next_1h,planned_known_next_6h,planned_known_next_24h,hours_to_next_known_planned_outage
2024-01-01 23:00:00,ANTANANARIVO,97.3513664936774,45.55823080627979,3.057039690897307,0.0,0.0,154.80489864896134,137.22418190509583,144.65366863928767,154.80489864896134,140.03704508192754,141.60948988375836,145.9666369908545,0,0,0,0,
2024-01-02 00:00:00,ANTANANARIVO,97.64338955816643,40.1580240053026,2.506123033008364,0.0,0.0,135.8935091430191,134.77932107478864,153.27658679190475,135.8935091430191,140.05431262618765,142.63698603459244,140.3075365964774,0,0,0,0,
2024-01-02 01:00:00,ANTANANARIVO,97.56806714636446,40.250730828022526,2.5061230509293573,0.0,0.0,136.36390596979908,139.29114605877402,156.7274987480959,136.36390596979908,140.0758458330848,146.2936987879259,140.32492102531634,0,0,0,0,
2024-01-02 02:00:00,ANTANANARIVO,97.3472330088467,40.49340401130144,2.5061231740313046,0.0,0.0,139.0157114846779,141.51071659577147,159.22250611381128,139.0157114846779,140.25345195961987,151.72186829074067,140.34676019417944,0,0,0,0,
2024-01-02 03:00:00,ANTANANARIVO,96.9959366271393,41.02297344560353,2.506123928890411,0.0,0.0,140.48403633139606,138.608985284672,155.6180493474444,140.48403633139606,140.74863043995575,156.97420571255043,140.52503400163326,0,0,0,0,
2024-01-02 04:00:00,ANTANANARIVO,96.53811826911092,41.97716920665028,2.5061280593125854,0.0,0.0,143.85311104003705,144.65366863928767,155.50935852134424,143.85311104003705,141.60948988375836,160.98117652042407,141.02141553507377,0,0,0,0,
2024-01-02 05:00:00,ANTANANARIVO,96.00497749928051,43.37290903352453,2.506148217161192,0.0,0.0,148.67630409995084,153.27658679190475,150.57039835409478,148.67630409995084,142.63698603459244,163.25397346713862,141.88403474996625,0,0,0,0,
2024-01-02 06:00:00,ANTANANARIVO,95.43284698005536,44.97446736278169,2.506235909711565,0.0,0.0,158.09709606117292,156.7274987480959,145.92181833666774,158.09709606117292,146.2936987879259,163.69630113132376,142.91355025254862,0,0,0,0,
2024-01-02 07:00:00,ANTANANARIVO,94.8607164608302,46.29482605687687,2.506575720709812,2.905079248844179,0.0,156.7120831324955,159.22250611381128,148.1616423329352,156.7120831324955,151.72186829074067,162.4771388801028,146.56719748726104,0,0,0,0,
2024-01-02 08:00:00,ANTANANARIVO,94.32757569099982,46.82050944920972,2.507747580285612,8.331362328332085,0.0,158.2384327659393,155.6180493474444,150.12861824331975,158.2384327659393,156.97420571255043,160.0099063008113,151.98719504882723,0,0,0,0,
2024-01-02 09:00:00,ANTANANARIVO,93.86975733297145,46.34203776630322,2.511339899643858,14.505744335907211,0.0,155.90747493379763,155.50935852134424,153.61003371589624,155.90747493379763,160.98117652042407,156.93018980138052,157.2288793348257,0,0,0,0,
2024-01-02 10:00:00,ANTANANARIVO,93.51846095126405,45.121905912434976,2.521114075337409,20.06379242110695,0.0,155.09844535344592,150.57039835409478,165.09783954873208,155.09844535344592,163.25397346713862,153.9843312096049,161.22527336014335,0,0,0,0,
2024-01-02 11:00:00,ANTANANARIVO,93.29762681374626,43.75465699019848,2.544670770049013,23.89318579641753,0.0,151.54548006256323,145.92181833666774,170.4355112036971,151.54548006256323,163.69630113132376,151.90822197869306,163.49014037041127,0,0,0,0,
2024-01-02 12:00:00,ANTANANARIVO,93.2223044019443,42.8560865260712,2.5948204500103924,25.25596780530717,0.0,145.7119803799714,148.1616423329352,181.86654553374527,145.7119803799714,162.4771388801028,151.697824100803,163.92917918333305,0,0,0,0,
2024-01-02 13:00:00,ANTANANARIVO,93.29762681374626,42.83276116039631,2.688751345069042,23.89318579641753,0.0,144.04356089228995,150.12861824331975,181.817024287829,144.04356089228995,160.0099063008113,153.06272110484156,162.71232511562914,0,0,0,0,
2024-01-02 14:00:00,ANTANANARIVO,93.51846095126405,43.82791206335151,2.8426115835807497,20.063792421106957,0.0,147.42528134458183,153.61003371589624,178.99617204451917,147.42528134458183,156.93018980138052,152.8009215075756,160.25277701930327,0,0,0,0,
2024-01-02 15:00:00,ANTANANARIVO,93.86975733297142,45.74840732416664,3.060898865390973,14.505744335907217,0.0,157.33282921161907,165.09783954873208,171.12197869769508,157.33282921161907,153.9843312096049,151.1233985614742,157.18480785843627,0,0,0,0,
2024-01-02 16:00:00,ANTANANARIVO,94.32757569099982,48.26896970529494,3.3246063522657217,8.331362328332085,0.0,166.22976544483737,170.4355112036971,167.06218584165566,166.22976544483737,151.90822197869306,148.61915301407464,154.2525140768926,0,0,0,0,
2024-01-02 17:00:00,ANTANANARIVO,94.8607164608302,50.83633387351414,3.586678809388013,2.905079248844184,0.0,174.5516295681631,181.86654553374527,154.80489864896134,174.5516295681631,151.697824100803,145.9666369908545,152.18880839257653,0,0,0,0,
2024-01-02 18:00:00,ANTANANARIVO,95.43284698005536,52.77033079301771,3.782648851593765,8.773671668087929e-25,0.0,177.93374154755475,181.817024287829,135.8935091430191,177.93374154755475,153.06272110484156,140.3075365964774,151.98582662466683,0,0,0,0,
2024-01-02 19:00:00,ANTANANARIVO,96.00497749928051,53.49117301654199,3.855573892888074,0.0,0.0,182.8174205778296,178.99617204451917,136.36390596979908,182.8174205778296,152.8009215075756,140.32492102531634,153.3517244087106,0,0,0,0,
2024-01-02 20:00:00,ANTANANARIVO,96.53811826911092,52.76815416644884,3.782648851593765,0.0,0.0,180.03505068659928,171.12197869769508,139.0157114846779,180.03505068659928,151.1233985614742,140.34676019417944,153.0889212871535,0,0,0,0,
2024-01-02 21:00:00,ANTANANARIVO,96.9959366271393,50.82608727230233,3.586678809388013,0.0,0.0,173.67394204876064,167.06218584165566,140.48403633139606,173.67394204876064,148.61915301407464,140.52503400163326,151.40870270882965,0,0,0,0,
2024-01-02 22:00:00,ANTANANARIVO,97.3472330088467,48.22901299446212,3.3246063522657217,0.0,0.0,166.40797266813777,154.80489864896134,143.85311104003705,166.40797266813777,145.9666369908545,141.02141553507377,148.90085235557456,0,0,0,0,
2024-01-02 23:00:00,ANTANANARIVO,97.56806714636446,45.6157430338206,3.060898865390973,0.0,0.0,155.88150777486692,135.8935091430191,148.67630409995084,155.88150777486692,140.3075365964774,141.88403474996625,146.24470904557603,0,0,0,0,
2024-01-03 00:00:00,ANTANANARIVO,97.86128617615353,40.209112509264905,2.509311289394807,0.0,0.0,138.34087954801544,136.36390596979908,158.09709606117292,138.34087954801544,140.32492102531634,142.91355025254862,140.57970997481323,0,0,0,0,
2024-01-03 01:00:00,ANTANANARIVO,97.78596376435156,40.30193727237152,2.5093113073386,0.0,0.0,137.40154778279376,139.0157114846779,156.7120831324955,137.40154778279376,140.34676019417944,146.56719748726104,140.59721234406166,0,0,0,0,
2024-01-03 02:00:00,ANTANANARIVO,97.56512962683377,40.544919181246186,2.509311430597156,0.0,0.0,138.6888343788164,140.48403633139606,158.2384327659393,138.6888343788164,140.52503400163326,151.98719504882723,140.61936023867713,0,0,0,0,
2024-01-03 03:00:00,ANTANANARIVO,97.21383324512638,41.07516232673832,2.509312186416583,0.0,0.0,141.22061586271508,143.85311104003705,155.90747493379763,141.22061586271508,141.02141553507377,157.2288793348257,140.79830775828128,0,0,0,0,
2024-01-03 04:00:00,ANTANANARIVO,96.756014887098,42.03057200293968,2.5093163220934267,0.0,0.0,140.02100449419473,148.67630409995084,155.09844535344592,140.02100449419473,141.88403474996625,161.22527336014335,141.2959032121311,0,0,0,0,
2024-01-03 05:00:00,ANTANANARIVO,96.2228741172676,43.42808747145571,2.509336505586579,0.0,0.0,147.20037294850627,158.09709606117292,151.54548006256323,147.20037294850627,142.91355025254862,163.49014037041127,142.1602980943099,0,0,0,0,
2024-01-03 06:00:00,ANTANANARIVO,95.65074359804244,45.03168328191562,2.509424309698249,0.0,0.0,152.28909414261665,156.7120831324955,145.7119803799714,152.28909414261665,146.56719748726104,163.92917918333305,143.19185118965635,0,0,0,0,
2024-01-03 07:00:00,ANTANANARIVO,95.07861307881728,46.353721718778175,2.509764552999527,2.900387366390957,0.0,156.36095300460516,158.2384327659393,144.04356089228995,156.36095300460516,151.98719504882723,162.71232511562914,146.84248671698592,0,0,0,0,
2024-01-03 08:00:00,ANTANANARIVO,94.5454723089869,46.88007387853017,2.5109379033994914,8.317906663487388,0.0,159.00759686788177,155.90747493379763,147.42528134458183,159.00759686788177,157.2288793348257,160.25277701930327,152.25439075440391,0,0,0,0,
2024-01-03 09:00:00,ANTANANARIVO,94.08765395095853,46.400993490313255,2.514534792858641,14.48231666268706,0.0,161.5786787344742,155.09844535344592,157.33282921161907,161.5786787344742,161.22527336014335,157.18480785843627,157.4854988968175,0,0,0,0,
2024-01-03 10:00:00,ANTANANARIVO,93.73635756925113,45.17930940093056,2.524321403128494,20.031388156871085,0.0,151.8755775628888,151.54548006256323,166.22976544483737,151.8755775628888,163.49014037041127,154.2525140768926,161.47137653018126,0,0,0,0,
2024-01-03 11:00:00,ANTANANARIVO,93.51552343173334,43.810321082802176,2.5479080663537625,23.85459682531308,0.0,151.37861359669904,145.7119803799714,174.5516295681631,151.37861359669904,163.92917918333305,152.18880839257653,163.72834940620234,0,0,0,0,
2024-01-03 12:00:00,ANTANANARIVO,93.44020101993137,42.91060746928312,2.598121546070904,25.21517785707013,0.0,142.45795035969027,144.04356089228995,177.93374154755475,142.45795035969027,162.71232511562914,151.98582662466683,164.16410789235553,0,0,0,0,
